id,value,emotion
Caja Madrid [US],0.035,gioia
Commercial Financial Services,0.035,gioia
Conseco Capital Partners,0.035,gioia
ING Bank Belgium,0.035,gioia
Helaba Dublin,0.035,gioia
Van Kampen Investment Advisor Corp,0.035,gioia
Natixis SA [Ex-Natexis Banques Populaires] [New York],0.035,gioia
Shell Capital,0.035,gioia
Case Credit Corp,0.035,gioia
Westpac Institutional Bank,0.035,gioia
Eksportfinans ASA,0.035,gioia
Credit Suisse First Boston [Australia],0.035,gioia
Deutsche Bank AG Sydney Branch,0.035,gioia
Citi Securities Australia,0.035,gioia
Scotiabank Europe Plc,0.035,gioia
Vectra Bank of Colorado NA,0.035,gioia
Boeing Capital Corp,0.035,gioia
AIB International Financial Services Ltd [Dublin],0.035,gioia
Spiret IV Loan Trust,0.0349,gioia
KZH CNC LLC,0.0349,gioia
Summit Commercial,0.0349,gioia
Wells Fargo Financial Inc,0.0347,gioia
Colonial Life Insurance Co,0.0347,gioia
Long Lane Master Trust IV,0.0347,gioia
FNB,0.0346,gioia
Sterling Asset Management,0.0345,gioia
Pinnacle Bancorp,0.0345,gioia
Prudential Plc,0.0345,gioia
KZH Shoshone,0.0345,gioia
First American National Bank,0.0344,gioia
Olympic Funding Trust,0.0344,gioia
Metbenale Holdings Corp,0.0344,gioia
Horizon Bank,0.0343,gioia
Shizuoka Bank Ltd,0.0343,gioia
Tri-State Capital Bank,0.0342,gioia
Bank of Nova Scotia London,0.0342,gioia
Crossland Savings Bank,0.0341,gioia
First National Bank of Minnesota,0.0341,gioia
HSH Nordbank AG [Ex-Landesbank Schleswig-Holstein GZ],0.0341,gioia
Argentaria Caja Postal y Banco Hiptecario,0.034,gioia
Banque LBLux SA,0.034,gioia
Greenwich Capital Markets,0.034,gioia
First Commercial Bank of Taiwan,0.034,gioia
Fourth Third LLC,0.034,gioia
LBK LP-Zurich International,0.0339,gioia
ING Senior Income Fund,0.0339,gioia
Landesbank Baden-Wurttemberg [ex-Sudwestdeutsche Landesbank],0.0338,gioia
Clydesdale Bank Plc,0.0338,gioia
PrivateBank,0.0337,gioia
Barclays Bank Plc [Labuan],0.0337,gioia
Commercebank NA Florida,0.0334,gioia
Sanwa Bank of Canada,0.0333,gioia
AC Finance BV,0.0333,gioia
Canadian Western Bank,0.0331,gioia
Hua Nan Commercial Bank Ltd Los Angeles Branch,0.033,gioia
Landesgirokasse Offentliche Bank,0.033,gioia
Landesgirokasse Stuttgart,0.033,gioia
Indosuez Capital Funding IV,0.033,gioia
BBL Finance Ireland,0.033,gioia
Pacifica Partners,0.0329,gioia
Credit Lyonnais Europe,0.0328,gioia
M&I Marshall Bank,0.0327,gioia
Hypo Public Finance USA Inc,0.0327,gioia
Elders Finance Co Ltd,0.0327,gioia
Commerzbank Hongkong,0.0325,gioia
Chrysler First Business Credit Corp,0.0325,gioia
Highbridge/Zwirn Special Opportunities Fund,0.0325,gioia
General Electric Capital Corp Finance Group Ltd,0.0325,gioia
Chesapeake Insurance Co Ltd,0.0325,gioia
Hana Bank,0.0325,gioia
Rabobank New York,0.0325,gioia
ELC (Cayman) Ltd,0.0324,gioia
Greater Bay Bancorp,0.0324,gioia
Angelo Gordon & Co,0.0323,gioia
BA Leasing & Capital Corp,0.0323,gioia
Putnam Master Income,0.0323,gioia
GTRC Capital Partners LP,0.0322,gioia
Wells Fargo Financial Corp Canada,0.0321,gioia
Southtrust Corp,0.032,gioia
Manufacturers Life Insurance Co,0.032,gioia
Texas Commerce Bank-Austin,0.032,gioia
Chinatrust Commercial Bank New York,0.032,gioia
Balanced High-Yield Fund I Ltd,0.032,gioia
China Trust Bank of California,0.032,gioia
Ohio Casualty Insurance Co,0.0319,gioia
Ryoshin Leasing USA,0.0319,gioia
T Rowe Price High Yield Fund,0.0318,gioia
Overseas Private Investment Corp,0.0318,gioia
HBK Master Fund LP,0.0313,gioia
Stein Roe Floating Rate Ltd,0.0313,gioia
US Bank of California,0.0313,gioia
Cypresstree Investment Management Co Inc,0.0312,gioia
Citicorp Investment Bank (Singapore) Ltd,0.0312,gioia
SPCP Group LLC,0.0308,gioia
Agribank FCB,0.0307,gioia
Atlantic Capital Bank,0.0305,gioia
Ares Leveraged Investment Fund,0.0305,gioia
Mountain Plains Farm Credit,0.0305,gioia
Sopris Capital Partners LP,0.0304,gioia
Paragon Capital LLC,0.0303,gioia
Johnstown Bank & Trust Co,0.0302,gioia
Commerce Union Bank,0.0301,gioia
Osprey Investments,0.0301,gioia
Development Bank of Singapore Ltd [DBS],0.03,gioia
First Bank of Highland Park,0.03,gioia
Banca Monte dei Paschi di Siena New York,0.03,gioia
Nord Ltd,0.03,gioia
Upper Columbia Capital Co,0.03,gioia
Chemical Investment Bank,0.03,gioia
DongWon Securities Europe,0.03,gioia
First RepublicBank Tyler,0.03,gioia
Hanil International Finance,0.03,gioia
Mitsubishi UFJ Trust & Banking Corp,0.03,gioia
HVB Bank Hungary Rt,0.03,gioia
ABN AMRO Bank NV Hong Kong,0.03,gioia
John Deere Insurance Co,0.03,gioia
Abu Dhabi National Bank,0.03,gioia
Seoul Securities Co,0.03,gioia
Indy Mac,0.03,gioia
Pacific Alliance Group,0.03,gioia
New York Private Bank & Trust,0.03,gioia
Fuji International Finance,0.03,gioia
American Financial Corp,0.03,gioia
American Capital Strategies Ltd,0.03,gioia
Export Development Corp of Canada,0.03,gioia
Chohung Bank London,0.03,gioia
Ninth Avenue Capital Corp,0.03,gioia
BancBoston Capital,0.03,gioia
Banque Cantonale Vaudoise,0.03,gioia
First Massachuetts Bank NA,0.03,gioia
Farm Credit East,0.03,gioia
Svenska Cellulosa AB [SCA],0.03,gioia
GMF Banque,0.0299,gioia
Credit Agricole Corporate & Investment Bank SA [ex-Calyon Helsinki],0.0299,gioia
Crown Leasing USA,0.0298,gioia
Credit Lyonnais Euro-Securities,0.0298,gioia
Continental American Life Insurance Co,0.0296,gioia
MassMutual Corporate Value Partners,0.0296,gioia
Cornerstone Equity Investors,0.0296,gioia
Local Federal Bank FSB,0.0296,gioia
Old National Bancorp /IN/,0.0296,gioia
Harleysville National Bank,0.0295,gioia
JP Morgan Chase Bank NA [London],0.0295,gioia
Deutsche Securities,0.0294,gioia
Sparekassen Bikuben,0.0294,gioia
Sandy Spring Bank,0.0294,gioia
NBD Bank Canada,0.0293,gioia
Virginia Commerce Bancorp Inc,0.0293,gioia
Titanium Asset Backed Trust,0.0292,gioia
West Texas National Bank,0.0292,gioia
E Trade Group,0.029,gioia
Watershed Technology Holdings LLC,0.029,gioia
Banc One Wisconsin Corp,0.029,gioia
United Bank of Arizona,0.029,gioia
Natixis SA [Ex-Natexis Banques Populaires] [Hong Kong],0.029,gioia
First Union Bank of Connecticut,0.0289,gioia
Rheinhyp Rheinische Hypothekenbank,0.0289,gioia
Mitsubishi Securities HK [ex-Tokyo-Mitsubishi International HK],0.0288,gioia
SPF CDO I LLC,0.0288,gioia
Banco de Sabadell SA,0.0287,gioia
First National Bank of Oregon,0.0287,gioia
KB Mezzanine Fund,0.0286,gioia
United Cos Life Insurance Co,0.0286,gioia
Audax Chart LLC,0.0285,gioia
Watershed Capital institutional Partners LP,0.0285,gioia
HSBC Securities Inc,0.0285,gioia
Bayerische Hypo-und Vereinsbank AG [Ex-Bayerische Vereinsbank],0.0285,gioia
MBank Corpus Christi,0.0285,gioia
BT International London,0.0285,gioia
NatWest Markets,0.0284,gioia
SGZ Bank AG,0.0284,gioia
Wells Fargo Bank Montana NA,0.0283,gioia
First Independence National Bank of Detroit,0.0283,gioia
Bank Leumi Trust Co of New York,0.0283,gioia
Financial Horizons Insurance Co,0.0283,gioia
Archimedes Funding III LLC,0.0282,gioia
Merchants National Bank of Cedar Rapids,0.0282,gioia
President & Fellows of Harvard College,0.0282,gioia
Pierce National Life Insurance Co,0.0282,gioia
Danish Ship Finance A/S [Danmarks Skibskreditfond],0.0281,gioia
Metlife Bank NA,0.0281,gioia
Callidus Capital,0.028,gioia
Chase Manhattan Connecticut,0.028,gioia
United Trend Holding BV,0.028,gioia
E*Trade Securities Co Ltd,0.028,gioia
Chugoku Bank Ltd,0.028,gioia
Nuveen Senior Income Fund,0.0279,gioia
Integra Financial Corp,0.0278,gioia
Citicorp Venture Capital Ltd,0.0275,gioia
Banco Ambrosiano Veneto SpA,0.0275,gioia
Monroe Capital Advisors LLC,0.0275,gioia
IDB Bank,0.0275,gioia
Heller Financial Leasing,0.0274,gioia
Farmland Life Insurance Co,0.0273,gioia
Gruman Hill Associates,0.0273,gioia
Sunkyong Securities,0.0273,gioia
NM Rothschild & Sons Ltd,0.0272,gioia
Columbus Life Insurance,0.0272,gioia
Investkredit Bank AG,0.027,gioia
Dresdner Bank AG Niederlassung Luxembourg,0.027,gioia
CIC Credit Mutuel,0.027,gioia
Abu Dhabi Commercial Bank PJSC [ADCB],0.027,gioia
Marine Midland Banks Inc,0.0269,gioia
US National Bank of Nevada,0.0269,gioia
NCB Capital Corp,0.0267,gioia
Santander Central Hispano SA [ex-Banco Hispano Americano SA],0.0267,gioia
Van Kampen Senior Loan Fund,0.0267,gioia
PFL Life Insurance Co,0.0267,gioia
Commonwealth Life Insurance Co,0.0267,gioia
NAC Reinsurance Corp,0.0267,gioia
John D & Catherine MacArthur Foundation,0.0267,gioia
FBR Asset Investment Corp,0.0267,gioia
Signet Business Credit Corp,0.0267,gioia
National Bank of Greece SA,0.0266,gioia
Emporiki Bank of Greece SA,0.0266,gioia
Dongsuh Securities Co Ltd,0.0266,gioia
Third National Bank of Ashland,0.0265,gioia
First Merchant Bank,0.0265,gioia
First City Texas - San Antonio,0.0264,gioia
JP Morgan Investment Corp,0.0264,gioia
Franklin Federal Bancorp,0.0263,gioia
Highline Financial Services,0.0263,gioia
Banco Atlantico SA,0.0263,gioia
Styx Partners LP,0.0262,gioia
Pinehurst Trading Inc,0.0261,gioia
First National Community Bank,0.0261,gioia
Imperial Credit Commercial Mortgage Investment Corp,0.0261,gioia
First National Bank of Tennessee,0.026,gioia
Mizuho Canada,0.026,gioia
Bank One Canada,0.026,gioia
Hartford Fire Insurance Co,0.026,gioia
Greyrock Capital,0.026,gioia
Chong Hing Bank Ltd (ex Liu Chong Hing Bank Ltd),0.0259,gioia
Libra Invest & Trade Ltd,0.0258,gioia
ING Bank NV London,0.0257,gioia
State Bank of India Los Angeles,0.0256,gioia
Siam Commercial Bank,0.0256,gioia
Guggenheim Partners,0.0254,gioia
Abington Bank,0.0253,gioia
Bank One Lima,0.0252,gioia
Delano Co,0.0252,gioia
LB Rheinland-Pfalz (USA),0.0252,gioia
Carlyle High Yield Partners,0.0252,gioia
Stanwich Loan Funding LLC,0.0251,gioia
ARK CLO 2000-1 Ltd,0.0251,gioia
MBank Venture Capital,0.025,gioia
Interfirst Venture Corp,0.025,gioia
Landesgirokasse Oeffentliche Bank und Landessparkasse,0.025,gioia
Changhwa Commercial Bank,0.025,gioia
RBS Australia,0.025,gioia
Provident Mutual Life of Philadelphia,0.025,gioia
Taipei Bank,0.025,gioia
Bank Hapolin,0.025,gioia
Union Europeene de CIC Paris,0.025,gioia
China Trust Bank of New York,0.025,gioia
Nykredit Bank AS,0.025,gioia
HSH Nordbank AG Copenhagen Branch,0.025,gioia
Bank Cial (Switzerland),0.025,gioia
Scandinaviska Enskilda Banken AB,0.025,gioia
Bank of NT Butterfield & Sons,0.025,gioia
Agricole,0.025,gioia
Bankers United Life Assurance Co,0.025,gioia
Strong Advantage Fund Inc,0.025,gioia
Chartered Bank,0.025,gioia
DSL Bank Luxembourg,0.025,gioia
Hamburger Sparkasse,0.025,gioia
MIHI LLC,0.025,gioia
Goldman Sachs Specialty Lending Holdings LP,0.025,gioia
UBS AG Australia,0.025,gioia
Raymond James Financial Inc,0.025,gioia
CIC Co Ltd,0.025,gioia
Comerica Business Credit,0.025,gioia
State Bank of India New York,0.025,gioia
GE Capital Commercial Finance Inc,0.025,gioia
Smith Barney Mortgage Capital Group,0.025,gioia
Pacific Capital Bank NA,0.025,gioia
SOF Investments LP,0.025,gioia
PT Bank Dagang Nasional Indonesia,0.025,gioia
First Interstate Corp,0.025,gioia
Dankse Bank A/S,0.025,gioia
Roslyn Savings Bank,0.025,gioia
Solar Capital Corp,0.025,gioia
Commerzbank Securities,0.025,gioia
Chancellor LGT Asset Management,0.025,gioia
Santander Central Hispano SA [ex-Banco Santander Tokyo],0.025,gioia
Casse di Risparmio Italiane SpA,0.025,gioia
China International Capital Corp,0.025,gioia
Belfius Bank & Insurance SA/NV [Ex-Credit Communal de Belgique],0.025,gioia
International Finance Corp,0.025,gioia
Bank of China Las Angeles Branch,0.025,gioia
Nations Financial Capital Corp,0.025,gioia
Wertheim Schroder & Co,0.025,gioia
Lincoln Savings & Loan Association,0.025,gioia
HSBC CCF,0.025,gioia
Wachovia Capital Partners,0.025,gioia
Bank Of Butterfield,0.025,gioia
Arlington Commercial Finance Co,0.025,gioia
Qatar National Bank SAQ [QNB],0.025,gioia
Key Equipment Finance Inc,0.025,gioia
Rothschild North America Inc,0.025,gioia
Prudential Securities Realty Funding Corp,0.025,gioia
Merrill Lynch Business Financial Securities Inc,0.025,gioia
Community Bank of Nevada,0.025,gioia
Johnson Bank NA,0.025,gioia
Orpheus Holding LLC,0.025,gioia
Vornado Realty Trust,0.025,gioia
HVB Banque Luxembourg SA,0.025,gioia
Wachovia Mortgage Co,0.025,gioia
PrivateBancorp Inc,0.025,gioia
Firstar Trust,0.025,gioia
Bank of Itau,0.025,gioia
Leonia Group,0.025,gioia
ANZ Banking Group (New Zealand) Ltd,0.025,gioia
Indosuez Capital Funding III Ltd,0.025,gioia
Riyadh Bank,0.025,gioia
Oak Hill Securities Fund LP,0.0249,gioia
DB UK Finance Ltd,0.0248,gioia
Maplewood (Cayman) Ltd,0.0247,gioia
Commerce Bank of St Louis,0.0247,gioia
Great American Life Insurance Co,0.0246,gioia
Sakura Bank (Canada),0.0244,gioia
Seaway Bank & Trust Co,0.0244,gioia
Colorado State Bank & Trust,0.0241,gioia
Gary-Wheaton Bank,0.0241,gioia
Community Bancorp Inc,0.024,gioia
ML-Lee Acquisition Fund LP,0.024,gioia
Sanshin Leasing USA,0.024,gioia
Century International Credit Corp,0.024,gioia
Kawasaki Leasing Finance,0.024,gioia
Kyodo Leasing Ltd,0.024,gioia
Comerica Bank NA,0.024,gioia
ICBC (IC) Ltd,0.024,gioia
Fidelity Life Association,0.024,gioia
Commingled Pension Trust Fund,0.024,gioia
Union Bank of Taiwan,0.0239,gioia
Whirlpool Financial Corp,0.0239,gioia
Security Benefit Life Insurance Co,0.0239,gioia
Great Southern Life Insurance Co,0.0238,gioia
Midland National Bank,0.0238,gioia
Cypress Merchant Banking Partners LP,0.0238,gioia
Merrill Lynch Capital Canada Inc,0.0237,gioia
Bear Stearns Commercial Mortgage Inc,0.0237,gioia
Sillicon Valley Bank,0.0236,gioia
WesBanco Inc,0.0235,gioia
Union State Bank,0.0235,gioia
Standard Insurance Co,0.0235,gioia
First Allmerica Financial Life Insurance Co,0.0235,gioia
MC Capital Inc,0.0235,gioia
Sun National Bank,0.0234,gioia
Bank Atlantic,0.0234,gioia
Archimedes Funding II Ltd,0.0234,gioia
Swiss Volksbank,0.0232,gioia
Quasar International Partners,0.0231,gioia
Oppenheimer Fund,0.023,gioia
Business Men's Assurance Co,0.023,gioia
Indianapolis Life Insurance Co,0.023,gioia
Dime Financial Corp,0.023,gioia
Tokai Bank Singapore,0.023,gioia
Farm Credit West PCA,0.023,gioia
Sumitomo Bank Singapore,0.023,gioia
Sumitomo Trust Singapore,0.023,gioia
Toyo Trust Singapore,0.023,gioia
Fuji Bank Singapore Branch,0.023,gioia
Xerox Financial Services Life Insurance Co,0.0229,gioia
Toyo Trust,0.0229,gioia
Societe Generale SA Hongkong Branch,0.0229,gioia
Banco Totta & Acores SA [BTA],0.0229,gioia
Rapides Bank & Trust,0.0227,gioia
Farallon Capital Institutional Partners LP,0.0227,gioia
GMAM Investment Funds Trust II,0.0227,gioia
National Bank of Detroit,0.0226,gioia
Home Life Insurance Co,0.0226,gioia
Royalton Co,0.0226,gioia
Merrill Lynch Credit Products LLC,0.0226,gioia
First Union Securities,0.0225,gioia
Banco Bradesco SA,0.0225,gioia
Bank of America Corp,0.0225,gioia
Scotia Bank Quilmes,0.0225,gioia
Barnett Bank Sarasota Florida,0.0225,gioia
Northwest Trust Co,0.0225,gioia
China Trust,0.0225,gioia
BBL-Dharmala,0.0224,gioia
Texas Commerce Bank-San Antonio,0.0224,gioia
Washington Federal Savings Bank,0.0224,gioia
JP Morgan Investment Management,0.0222,gioia
National Penn Bank,0.0222,gioia
APEX (IDM) CDO I Ltd,0.0222,gioia
ELT Ltd,0.0222,gioia
Triassic Energy Partners LP,0.0221,gioia
Mountain Capital CLO I,0.0221,gioia
Cambridge Savings Bank,0.022,gioia
Black Diamond,0.022,gioia
ORIX Trust & Banking Corp,0.022,gioia
First City Securities,0.022,gioia
Barclays Financial Group,0.022,gioia
Norstar Bank Central New York,0.022,gioia
Banque Generale du Luxembourg SA [BGL],0.022,gioia
First Tennessee National Corp,0.022,gioia
GE Capital CFE Inc,0.022,gioia
Geneva Associates Merchant Banking Partners,0.022,gioia
Sumitomo Bank of Canada,0.0219,gioia
BT Commercial Corp,0.0219,gioia
MidAtlantic Farm Credit,0.0219,gioia
Nomura Bank International Plc,0.0218,gioia
Penn Security Bank & Trust,0.0218,gioia
Oaktree Capital Management LLC,0.0216,gioia
Hunt Financial Corp,0.0215,gioia
First Dominion Funding I,0.0214,gioia
KZH Crescent LLC,0.0213,gioia
Tennessee Farmers Life Insurance Co,0.0213,gioia
Tyco Capital,0.0213,gioia
Paribas Bank of Canada,0.0212,gioia
Bank One Funding Corp,0.0212,gioia
Banc One Capital Funding,0.0212,gioia
Special Value Opportunities Fund LLC,0.0211,gioia
TSB England & Wales Plc,0.0211,gioia
Bankers Life Insurance Co of New York,0.0211,gioia
Van Kampen American Capital Senior Income Trust,0.0211,gioia
DZ Bank AG [Ex-GZ-Bank AG],0.0211,gioia
Bank of Tokyo Group,0.021,gioia
Mitsubishi International Corp (MIC),0.021,gioia
Fleet Real Estate,0.0209,gioia
Balboa Insurance Co,0.0209,gioia
Credit Lyonnais Active Loan Portfolio,0.0209,gioia
Hewlett-Packard Deferred Profit Sharing Trust,0.0208,gioia
Durus Life Sciences Master Fund Ltd,0.0208,gioia
Combined Insurance Co of America,0.0207,gioia
Whippoorwill/Presley Obligations,0.0207,gioia
Manchester Securities Corp,0.0206,gioia
Longlane Master Trust IV,0.0206,gioia
California Commerce Bank,0.0206,gioia
Midland Montagu Group,0.0205,gioia
Bank fur Gemeinwirtschaft,0.0203,gioia
Archimedes II (ING),0.0202,gioia
Hsinchu Bank,0.0202,gioia
Associated Insurance,0.0202,gioia
Citizens & Peoples National Bank,0.0201,gioia
General Bank,0.0201,gioia
Sanpaolo IMI SpA [Hong Kong],0.02,gioia
MC International Investment Ltd,0.02,gioia
Chiao Tung Bank New York,0.02,gioia
CDC Finance & Leasing Corp,0.02,gioia
Argentaria Group,0.02,gioia
Seneca Capital Management,0.02,gioia
Bayerische Hypotheken-und Wechsel-Bank AG [US],0.02,gioia
The Bank of New York Mellon Corp,0.02,gioia
Chumash Indian Tribe,0.02,gioia
Intervest Mortgage,0.02,gioia
Woodmen of the World Life Insurance Society,0.02,gioia
Hudson United Bank,0.02,gioia
Shanghai Commercial Bank Ltd,0.02,gioia
Bank of North Dakota,0.02,gioia
RFC Capital,0.02,gioia
Altus Finance,0.02,gioia
Dollar Dry Dock Savings Bank,0.02,gioia
Nedship Merchant Bank Asia,0.02,gioia
Iyo Bank Ltd,0.02,gioia
JP Morgan (Canada),0.02,gioia
STB Delaware Funding Trust I,0.02,gioia
NEC Leasing Ltd,0.02,gioia
Pacific Investment Management Co,0.02,gioia
Congress Financial Corp (Canada),0.02,gioia
Hyakugo Bank Ltd,0.02,gioia
Leucadia National Corp,0.02,gioia
Franchise Finance Corp of America,0.02,gioia
First Gibraltar FSB,0.02,gioia
North Carolina Bank & Trust,0.02,gioia
Industrial Finance Corp of Thailand,0.02,gioia
Morgan Keegan & Co,0.02,gioia
Nanyang Commercial Bank Ltd,0.02,gioia
Nataxis,0.02,gioia
Philips Credit Corp,0.02,gioia
First Commercial Bank Hong Kong,0.02,gioia
Mitsui Sumitomo Bank,0.02,gioia
Fleet Boston Financial Group,0.02,gioia
PFF Bank & Trust,0.02,gioia
Oxford Finance Corp,0.02,gioia
Wingate Capital Corp,0.02,gioia
Merrill Lynch Capital Partners,0.02,gioia
Boston Private Bank & Trust,0.02,gioia
Bank of Albuquerque NA,0.02,gioia
Amalgamated Bank of Chicago,0.02,gioia
Merrill Lynch Capital Markets,0.02,gioia
Credit European SA,0.02,gioia
CIC Group Inc,0.02,gioia
Mid-America Farm Credit Service,0.02,gioia
First National Bank of Fort Smith,0.02,gioia
FC CBO Ltd,0.02,gioia
Norenchuken,0.02,gioia
Bear Stearns Merchant Banking Partners LP [BSMB],0.02,gioia
MPS Group Inc,0.02,gioia
Life Insurance Co of Virginia,0.02,gioia
Progressive Casualty Insurance Co,0.02,gioia
Arab American Bank,0.02,gioia
Ares Leveraged Investment Fund II LP,0.0198,gioia
Capital Trust,0.0198,gioia
Venture Banking Group,0.0198,gioia
Caixanova,0.0198,gioia
FCS of Mid-America FLCA,0.0197,gioia
Cooksmill,0.0197,gioia
Pacific Southwest Bank,0.0197,gioia
Madeline LLC,0.0197,gioia
Beneficial Standard Life Insurance,0.0196,gioia
Mutual Trust Life Insurance Co,0.0196,gioia
Missouri State Bank & Trust Co,0.0196,gioia
WSFS Bank,0.0196,gioia
First American Bank of Georgia,0.0195,gioia
Mariner LDC,0.0195,gioia
Sumitomo Bank Los Angeles,0.0194,gioia
Deutsche Postbank AG,0.0194,gioia
Conseco Life Insurance Co,0.0194,gioia
Hamilton Floating Rate Fund,0.0194,gioia
KZH III,0.0193,gioia
PAM Capital Funding,0.0193,gioia
Sanpaolo IMI SpA [Ex-Istituto Mobiliare Italiano SpA],0.0191,gioia
Banco de Sabadell SA [London],0.019,gioia
SG Capital Partners,0.019,gioia
Old Kent Bank,0.019,gioia
Cooperative Centrale Raiffeisen-Boerenleenbank BA [US],0.019,gioia
Pilgrim Investments Inc,0.019,gioia
KZH Highland-2 LLC,0.019,gioia
Commonwealth Bank,0.019,gioia
TMG Life Insurance Co,0.019,gioia
Hillcrest Bank,0.019,gioia
Sand Hill Capital LLC,0.0189,gioia
Progress Bank,0.0189,gioia
Sequils ING I (HBDGM) Ltd,0.0189,gioia
Thomas Weisel Capital Partners,0.0188,gioia
Nomura Securities International,0.0188,gioia
Irving Bank Canada,0.0188,gioia
Delmonte Hyatt,0.0188,gioia
OCM/GFI Power Opportunities Fund LP,0.0187,gioia
Daiwa Overseas Finance Ltd,0.0187,gioia
Mitsui Leasing & Development,0.0187,gioia
Commercial Federal Bank,0.0187,gioia
Christiania Bank og Kreditkasse Singapore,0.0187,gioia
Cerebus Partners LP,0.0186,gioia
DL Babson,0.0185,gioia
Sankaty Advisors LLC,0.0185,gioia
Unterberg Harris,0.0185,gioia
Freemont Investment & Loan,0.0185,gioia
Fremont Investment & Loan,0.0185,gioia
National Integrity Life Insurance Co,0.0185,gioia
First Bristol County National Bank,0.0185,gioia
Intercontinental Bank,0.0184,gioia
Barnett Bank of Broward County,0.0184,gioia
International Bank of China,0.0183,gioia
Crumpler Investment Management CoLLC,0.0183,gioia
Restart Partners LP,0.0183,gioia
Southwest Sunrise Holdings,0.0183,gioia
Southern National Bank of North Carolina,0.0183,gioia
ING Barings Furman Selz,0.0182,gioia
Erste Bank New York,0.0181,gioia
LRP Landesbank Rheinland-Pfalz,0.018,gioia
KfW IPEX-Bank Gmbh,0.018,gioia
CIC Credit Industriel et Commercial,0.018,gioia
American General Life & Accident Insurance Co,0.018,gioia
Tier One,0.018,gioia
Zions Bank,0.018,gioia
St Paul/Co-op,0.018,gioia
Hamburgische LB Finance (Guernsey) Ltd,0.018,gioia
Hypothekenbank Essen,0.018,gioia
Fir Tree Value Partners LDC,0.018,gioia
Rothschild Inc,0.018,gioia
Norwest Bank Great Falls,0.018,gioia
Textron Master Trust,0.018,gioia
Industrial Bank Co Ltd (China),0.018,gioia
Trilogy Portfolio Co LLC,0.018,gioia
Kelly & Co,0.0179,gioia
FLF Associates,0.0179,gioia
Commercial Bank of Kuwait SAK,0.0178,gioia
PKbanken,0.0178,gioia
Venture Lending & Leasing,0.0178,gioia
Norddeutsche Landesbank Luxembourg SA,0.0177,gioia
Stichting Restructured Obligations Backed by Senio,0.0177,gioia
Great Southern Bank,0.0177,gioia
Banque et Caisse d'Epargne de L'Etat Luxembourg [BCEE],0.0177,gioia
PPM America Special Investments Funds LP,0.0177,gioia
FBTC Leasing Corp,0.0176,gioia
Bayer AG,0.0175,gioia
Mid-Atlantic Federal Credit Union,0.0175,gioia
Stifel Bank & Trust,0.0175,gioia
Chase Securities Australia,0.0175,gioia
Ssangyong Securities Europe,0.0175,gioia
Korea Merchant Banking Corp,0.0175,gioia
Korean French Banking Corp,0.0175,gioia
Blue Ridge Investments LLC,0.0175,gioia
MacArthur Foundation,0.0175,gioia
Industrial Bank of Korea Luxembourg,0.0175,gioia
Newcourt Financial USA Inc,0.0175,gioia
Citizens National Bank Luxembourg SA,0.0175,gioia
Heller Business Credit,0.0175,gioia
KZH Holding Corp IV,0.0175,gioia
1903 Onshore Funding,0.0175,gioia
Avenue Special Situations Fund,0.0174,gioia
Royal Bank Group,0.0174,gioia
Pilgrim America High Income Investments Ltd,0.0174,gioia
West Des Moines State Bank,0.0173,gioia
Acacia Mutual Life Insurance Co,0.0173,gioia
SEFCO Inc,0.0172,gioia
Phoenix Insurance Co,0.0172,gioia
Anchorage Capital Master Offshore Ltd,0.0172,gioia
Avalon Capital Ltd,0.0172,gioia
Banca Commerciale Italiana Singapore,0.017,gioia
Kredietbank Singapore,0.017,gioia
La Salle RE,0.017,gioia
Deerfield Capital Corp,0.017,gioia
Gov't Development Bank for Puerto Rico,0.017,gioia
US Bancorp Washington,0.017,gioia
Fireman's Fund Insurance Co,0.017,gioia
Harbour Town Funding LLC,0.017,gioia
International Mezzanine Capital BV,0.0169,gioia
Nedship Norge A/S,0.0169,gioia
SCOA Plant Financing Co,0.0169,gioia
Key Bank of Oregon,0.0169,gioia
First Dominion Funding II,0.0168,gioia
Stanfield CLO Ltd,0.0168,gioia
Northwoods Capital Ltd,0.0166,gioia
NA Co for Life & Health,0.0166,gioia
Credito Romagnola,0.0165,gioia
Heritage Bank & Trust,0.0165,gioia
Texas Commerce Bank-El Paso,0.0165,gioia
Stein Roe & Farnham CLO I Ltd,0.0165,gioia
Tyler Trading Inc,0.0164,gioia
Mass Mutual High Yield Partners,0.0163,gioia
Riviera Funding LLC,0.0163,gioia
Banque de la Societe Financiere Europeenne,0.0162,gioia
Banque Leu Luxembourg Societe Anonyme,0.0162,gioia
Babson Capital Management LLC,0.0162,gioia
Nuveen Floating Rate Fund,0.0161,gioia
Hickory Point Bank & Trust,0.0161,gioia
Quota Fund NV,0.0161,gioia
United Farm Bureau Familiy Life Insurance,0.0161,gioia
Occidental Life Insurance Co of North America,0.0161,gioia
Continental Assurance Co,0.016,gioia
Farm Credit Services of the Midlands FLCA,0.016,gioia
High Yield Portfolio,0.016,gioia
Central Carolina Bank,0.016,gioia
Mid-State Bank & Trust Co,0.016,gioia
Commercial Credit Co,0.016,gioia
Warburg Dillon Read LLC,0.016,gioia
Easte Bank,0.016,gioia
Commercial Finance Group,0.016,gioia
Idaho First National Bank,0.016,gioia
KEB Finance,0.016,gioia
Key Bank of Maine,0.016,gioia
UBS Ltd East Asia,0.016,gioia
